,datetime_local,cloud_cover,apparent_temperature,temperature,humidity,dew_point,wind_bearing,wind_speed,wind_gust,pressure,uv_index,ozone,precip_intensity,precip_probability,visibility,precip_type_-9999,precip_type_-9999.,precip_type_rain,icon_Breezy and Foggy,icon_Clear,icon_Foggy,icon_Humid,icon_Humid and Foggy,icon_Humid and Mostly Cloudy,icon_Humid and Overcast,icon_Humid and Partly Cloudy,icon_Light Rain,icon_Light Rain and Humid,icon_Mostly Cloudy,icon_Overcast,icon_Partly Cloudy,icon_Possible Drizzle and Humid,icon_Possible Light Rain,icon_Possible Light Rain and Humid,icon_Rain,icon_Rain and Humid,week_of_year,pahar,lead_15Mins,lead_30Mins,lead_45Mins,lead_60Mins
8353,2019-02-23 14:00:00,0.14,23.32,23,0,5.55,321,5.63,6.16,1016.23,6,265.3,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,3,15.5,14.41,11.47,13.05
8354,2019-02-23 15:00:00,0.04,23.67,24,0,4.76,323,5.41,5.99,1015.53,5,265.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6.28,7.65,8.21,7.03
8355,2019-02-23 16:00:00,0.11,23.51,24,0,4.25,324,4.91,5.87,1015.03,2,265.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6.45,6.08,4.42,2.24
8356,2019-02-23 17:00:00,0.27,22.6,23,0,4.41,326,3.88,4.58,1014.77,1,264.8,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,4,1.46,0.99,0.36,0.0
8357,2019-02-23 18:00:00,0.47,21.31,21,0,4.67,332,2.99,3.26,1014.75,0,263.8,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,4,0.0,0.0,0.0,0.0
8369,2019-02-24 06:00:00,0.56,11.89,12,1,7.94,354,1.82,2.17,1012.66,0,271.8,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0.0,0.0,0.0,0.01
8370,2019-02-24 07:00:00,0.32,12.33,12,1,8.43,344,1.6,1.9,1012.92,0,273.3,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0.3,1.3,2.54,3.86
8371,2019-02-24 08:00:00,0.09,13.37,13,1,8.71,332,1.4,1.69,1013.37,0,274.8,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,5.28,6.7,8.02,9.24
8372,2019-02-24 09:00:00,0.0,15.11,15,1,8.73,323,1.45,1.81,1013.8,2,276.3,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10.31,11.31,12.29,13.17
8373,2019-02-24 10:00:00,0.0,17.51,18,1,8.72,316,1.76,2.26,1013.99,4,277.8,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,13.88,14.45,15.09,15.73
8374,2019-02-24 11:00:00,0.0,20.08,20,0,8.22,310,2.31,3.24,1013.9,6,279.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,16.07,16.34,16.23,16.7
8375,2019-02-24 12:00:00,0.0,21.88,22,0,7.44,308,2.73,3.98,1013.51,7,280.3,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,16.84,16.98,16.85,16.89
8376,2019-02-24 13:00:00,0.0,22.84,23,0,6.7,310,2.78,3.91,1012.86,7,281.3,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,16.51,16.35,16.05,15.77
8377,2019-02-24 14:00:00,0.0,23.55,24,0,5.74,313,2.74,3.72,1012.18,6,282.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,15.0,14.59,13.85,13.12
8378,2019-02-24 15:00:00,0.0,24.02,24,0,4.67,312,2.69,3.66,1011.56,4,283.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12.39,11.35,10.31,8.94
8379,2019-02-24 16:00:00,0.0,24.15,24,0,3.64,306,2.62,3.71,1010.98,2,285.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7.59,6.38,5.14,3.86
8380,2019-02-24 17:00:00,0.0,23.36,23,0,2.55,320,2.4,3.23,1010.69,1,287.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2.68,1.6,0.76,0.0
8381,2019-02-24 18:00:00,0.0,21.99,22,0,1.78,346,2.21,2.66,1010.87,0,287.0,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0.0,0.0,0.0,0.0
8393,2019-02-25 06:00:00,0.38,11.49,11,1,8.7,132,1.65,3.3,1011.19,0,280.9,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0.0,0.0,0.0,0.15
8394,2019-02-25 07:00:00,0.54,12.07,12,1,9.21,123,1.81,3.55,1011.84,0,281.8,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0.54,1.23,2.18,3.51
8395,2019-02-25 08:00:00,0.66,13.28,13,1,9.53,114,2.08,3.86,1012.59,0,282.7,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,4.6,5.93,7.15,8.42
8396,2019-02-25 09:00:00,0.67,15.27,15,1,9.59,116,2.41,4.01,1012.97,1,283.2,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,9.51,10.58,11.55,12.48
8397,2019-02-25 10:00:00,0.57,18.12,18,1,9.58,128,2.82,4.01,1012.94,3,283.3,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,13.03,13.87,14.5,14.92
8398,2019-02-25 11:00:00,0.43,20.75,21,1,10.05,129,2.95,3.42,1012.62,5,282.3,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,2,15.36,15.68,15.99,16.21
8399,2019-02-25 12:00:00,0.29,22.61,23,0,9.81,127,2.79,2.79,1012.07,6,281.4,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,3,15.98,16.03,16.22,16.13
8400,2019-02-25 13:00:00,0.14,24.01,24,0,7.68,135,2.57,2.6,1011.26,7,281.5,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,3,16.23,15.62,14.67,13.91
8401,2019-02-25 14:00:00,0.03,24.39,24,0,5.13,143,2.28,2.43,1010.35,6,281.6,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13.4,12.76,12.34,12.06
8402,2019-02-25 15:00:00,0.03,23.98,24,0,3.29,153,1.99,2.33,1009.59,4,281.0,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9.99,2.41,0.45,0.08
8403,2019-02-25 16:00:00,0.14,23.31,23,0,2.25,170,1.7,2.24,1009.04,2,279.7,0.01,0.01,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,4,0.62,2.84,4.67,2.59
8404,2019-02-25 17:00:00,0.29,23.0,23,0,2.15,145,1.83,2.94,1008.65,1,275.6,0.02,0.01,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,4,1.72,0.98,0.35,0.0
8405,2019-02-25 18:00:00,0.35,22.63,23,0,2.34,106,2.25,3.82,1008.64,0,271.6,0.02,0.01,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,4,0.0,0.0,0.0,0.0
8417,2019-02-26 06:00:00,0.03,11.2,11,1,8.61,92,2.64,3.93,1010.83,0,272.8,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0.0,0.0,0.0,0.08
8418,2019-02-26 07:00:00,0.1,11.49,11,1,9.21,95,2.82,4.88,1011.55,0,273.0,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0.41,1.11,2.13,3.56
8419,2019-02-26 08:00:00,0.16,12.36,12,1,9.8,99,3.05,5.85,1012.33,0,273.0,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,4.21,5.66,6.78,8.45
8420,2019-02-26 09:00:00,0.17,13.94,14,1,10.17,104,3.36,6.39,1012.92,2,272.6,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,2,8.38,8.83,11.95,12.33
8421,2019-02-26 10:00:00,0.12,16.2,16,1,10.46,110,3.78,6.49,1013.25,4,271.7,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,13.38,14.38,13.25,14.91
8422,2019-02-26 11:00:00,0.11,18.51,19,1,10.62,116,4.09,6.26,1013.24,6,269.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,15.85,15.49,14.77,16.43
8423,2019-02-26 12:00:00,0.25,20.48,20,1,10.53,120,4.03,5.66,1012.86,7,268.6,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,3,17.02,16.84,16.81,16.67
8424,2019-02-26 13:00:00,0.56,22.07,22,0,10.04,126,3.62,4.72,1012.08,6,268.7,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,3,16.65,16.47,16.3,16.04
8425,2019-02-26 14:00:00,0.87,22.56,23,0,9.35,128,3.15,3.82,1011.2,4,269.9,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,3,14.79,14.51,11.73,7.91
8426,2019-02-26 15:00:00,1.0,22.19,22,0,8.81,125,2.89,3.44,1010.56,3,272.8,0.01,0.01,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,4,9.96,5.41,2.6,2.07
8427,2019-02-26 16:00:00,1.0,21.55,22,0,8.43,113,2.84,3.59,1010.17,2,277.4,0.04,0.02,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,4,2.16,2.4,2.07,1.33
8428,2019-02-26 17:00:00,1.0,21.03,21,0,7.87,87,2.47,3.05,1010.09,1,279.5,0.11,0.02,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,4,1.14,0.8,0.37,0.0
8429,2019-02-26 18:00:00,0.93,20.19,20,0,7.59,61,2.3,2.59,1010.29,0,280.5,0.17,0.02,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,4,0.0,0.0,0.0,0.0
8441,2019-02-27 06:00:00,0.59,10.22,10,1,7.84,43,3.01,4.8,1011.66,0,309.6,0.01,0.05,5.36,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0.0,0.0,0.0,0.0
8442,2019-02-27 07:00:00,0.49,10.35,10,1,8.39,58,3.25,5.69,1012.34,0,309.1,0.08,0.09,5.16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0.0,0.08,0.67,2.32
8443,2019-02-27 08:00:00,0.41,10.99,11,1,8.96,77,3.47,6.51,1012.91,0,309.2,0.2,0.13,6.45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,2.89,4.69,8.0,5.3
8444,2019-02-27 09:00:00,0.42,12.27,12,1,9.48,94,3.49,6.45,1013.29,1,309.7,0.26,0.14,8.93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,2,6.06,3.8,6.32,10.96
8445,2019-02-27 10:00:00,0.51,14.14,14,1,10.11,107,3.34,5.53,1013.46,3,310.8,0.22,0.13,12.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,13.03,14.13,14.93,15.67
8446,2019-02-27 11:00:00,0.61,16.26,16,1,10.43,112,2.94,3.84,1013.52,4,311.2,0.18,0.11,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,17.09,15.98,16.2,11.35
8447,2019-02-27 12:00:00,0.57,17.84,18,1,10.33,93,2.69,2.8,1013.26,5,311.4,0.17,0.09,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,3,8.84,14.29,15.24,16.72
8448,2019-02-27 13:00:00,0.39,18.78,19,1,9.97,51,2.84,3.09,1012.6,6,312.4,0.19,0.08,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,3,15.74,11.56,11.95,14.74
8449,2019-02-27 14:00:00,0.2,19.57,20,1,9.39,9,3.0,3.6,1011.93,5,313.7,0.21,0.08,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,3,15.41,14.55,13.92,13.17
8450,2019-02-27 15:00:00,0.1,20.08,20,0,8.62,345,3.03,3.89,1011.55,4,315.6,0.2,0.06,16.09,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,12.35,11.51,10.55,9.33
8451,2019-02-27 16:00:00,0.11,20.2,20,0,7.59,340,2.93,3.92,1011.48,2,318.2,0.14,0.04,16.09,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,8.08,6.91,5.6,4.25
8452,2019-02-27 17:00:00,0.14,19.73,20,0,6.31,357,3.12,4.02,1011.66,1,313.3,0.08,0.02,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,4,2.86,1.4,0.51,0.0
8453,2019-02-27 18:00:00,0.14,18.74,19,0,5.6,19,3.38,4.16,1012.14,0,308.9,0.05,0.01,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,4,0.0,0.0,0.0,0.0
8465,2019-02-28 06:00:00,0.0,8.9,10,1,7.1,117,1.7,3.19,1015.76,0,315.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0.0,0.0,0.0,0.0
8466,2019-02-28 07:00:00,0.0,9.11,10,1,7.61,123,1.57,3.02,1016.55,0,314.7,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0.0,0.0,0.0,0.0
8467,2019-02-28 08:00:00,0.0,10.58,11,1,8.21,130,1.42,2.76,1017.52,0,314.0,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0.0,0.0,0.0,0.0
8468,2019-02-28 09:00:00,0.0,12.76,13,1,8.46,117,1.27,2.33,1018.25,2,313.0,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0.0,0.0,0.0,0.0
8469,2019-02-28 10:00:00,0.0,15.51,16,1,8.39,102,1.19,1.74,1018.73,3,311.6,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0.0,0.0,0.0,0.0
8470,2019-02-28 11:00:00,0.0,17.92,18,1,8.06,138,1.02,1.72,1018.64,5,309.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0.0,0.0,0.0,0.0
8471,2019-02-28 12:00:00,0.01,19.56,20,0,7.22,250,1.04,2.49,1018.05,7,308.2,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0.0,0.0,0.0,0.0
8472,2019-02-28 13:00:00,0.01,20.67,21,0,5.82,286,1.76,3.62,1017.24,7,306.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0.0,0.0,0.0,0.0
8473,2019-02-28 14:00:00,0.0,21.58,22,0,4.22,299,2.66,4.74,1016.32,6,304.8,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0.0,0.0,0.0,0.0
8474,2019-02-28 15:00:00,0.0,22.13,22,0,2.87,308,3.14,5.16,1015.71,4,303.2,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0.0,0.0,0.0,0.0
8475,2019-02-28 16:00:00,0.0,22.22,22,0,2.0,315,3.27,4.88,1015.32,2,301.7,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0.0,0.0,0.0,0.0
8476,2019-02-28 17:00:00,0.0,21.82,22,0,1.6,322,3.04,4.15,1015.16,1,297.3,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0.0,0.0,0.0,0.0
8477,2019-02-28 18:00:00,0.0,20.7,21,0,1.35,335,2.56,3.5,1015.27,0,293.0,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0.0,0.0,0.0,0.0
8489,2019-03-01 06:00:00,0.21,8.25,9,1,4.9,86,1.87,2.63,1017.19,0,284.7,0.01,0.01,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0.0,0.0,0.0,0.13
8490,2019-03-01 07:00:00,0.03,8.82,10,1,5.58,107,1.86,2.49,1017.64,0,284.6,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0.52,1.42,2.47,3.7
8491,2019-03-01 08:00:00,0.0,11.04,11,1,6.08,129,1.89,2.32,1018.37,0,284.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,5.03,6.22,7.72,9.02
8492,2019-03-01 09:00:00,0.0,13.5,14,1,6.16,145,1.9,2.04,1019.0,2,284.3,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,10.22,11.15,12.15,12.95
8493,2019-03-01 10:00:00,0.0,16.31,16,1,5.97,154,1.68,1.68,1019.21,4,284.0,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,13.64,14.46,14.92,15.46
8494,2019-03-01 11:00:00,0.0,18.94,19,0,6.21,157,1.28,1.28,1019.05,6,282.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,15.95,16.24,16.68,16.11
8495,2019-03-01 12:00:00,0.0,20.99,21,0,6.03,148,0.92,1.0,1018.6,8,280.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,17.39,16.18,16.89,12.46
8496,2019-03-01 13:00:00,0.0,22.48,22,0,4.41,26,0.9,1.25,1017.75,8,279.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,17.0,15.65,15.79,16.13
8497,2019-03-01 14:00:00,0.0,23.57,24,0,2.54,336,1.25,1.8,1016.8,7,277.7,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,15.58,13.7,8.6,12.33
8498,2019-03-01 15:00:00,0.01,24.17,24,0,1.45,336,1.62,2.06,1015.92,5,276.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,12.8,11.8,10.58,9.56
8499,2019-03-01 16:00:00,0.02,24.22,24,0,1.28,350,1.88,2.08,1015.23,2,276.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,8.42,7.36,5.61,4.58
8500,2019-03-01 17:00:00,0.05,23.4,23,0,2.61,10,2.54,2.72,1014.81,1,276.2,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3.4,2.05,0.99,0.0
8501,2019-03-01 18:00:00,0.11,21.95,22,0,4.16,24,3.06,3.44,1014.8,0,275.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0.0,0.0,0.0,0.0
8513,2019-03-02 06:00:00,0.99,13.34,13,1,10.17,192,2.42,6.38,1016.4,0,269.5,0.2,0.07,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,0.0,0.0,0.0,0.0
8514,2019-03-02 07:00:00,0.99,12.94,13,1,10.53,114,2.43,5.36,1016.91,0,270.8,0.14,0.07,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,0.0,0.13,0.17,0.2
8515,2019-03-02 08:00:00,1.0,13.54,14,1,11.07,77,2.56,4.39,1017.28,0,272.2,0.11,0.07,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,0.16,1.31,1.16,0.97
8516,2019-03-02 09:00:00,1.0,14.87,15,1,11.44,73,3.02,4.39,1017.38,2,273.2,0.07,0.06,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,2,1.19,1.26,2.6,2.85
8517,2019-03-02 10:00:00,0.99,16.27,16,1,11.46,78,3.67,5.36,1017.39,3,274.0,0.02,0.03,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,2,2.83,2.62,7.09,8.16
8518,2019-03-02 11:00:00,0.99,17.59,18,1,11.44,81,4.22,6.36,1017.43,4,274.4,0.02,0.03,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,2,6.02,3.92,4.86,5.8
8519,2019-03-02 12:00:00,0.99,18.77,19,1,11.24,84,4.85,6.83,1017.02,4,274.7,0.11,0.04,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,3,3.23,1.85,0.62,1.03
8520,2019-03-02 13:00:00,0.99,20.11,20,1,10.79,92,5.47,6.96,1016.15,4,275.1,0.11,0.02,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,3,1.37,1.86,2.85,3.03
8521,2019-03-02 14:00:00,1.0,20.42,20,1,10.49,102,5.57,7.02,1015.39,4,275.5,0.05,0.02,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,3,2.66,2.46,2.11,1.43
8522,2019-03-02 15:00:00,1.0,19.64,20,1,10.71,107,5.57,7.27,1014.76,3,276.2,0.13,0.04,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,4,2.38,2.08,1.29,0.96
8523,2019-03-02 16:00:00,1.0,18.69,19,1,11.28,106,5.22,7.7,1014.6,2,277.1,0.31,0.09,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,4,1.08,0.9,0.15,0.23
8524,2019-03-02 17:00:00,1.0,16.75,17,1,11.71,96,4.89,9.11,1015.29,1,277.2,0.69,0.29,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,4,0.15,0.07,0.01,0.0
8525,2019-03-02 18:00:00,1.0,15.23,15,1,11.57,86,5.02,10.51,1016.14,0,277.6,0.98,0.48,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,4,0.0,0.0,0.0,0.0
8537,2019-03-03 06:00:00,0.92,12.24,12,1,9.96,95,3.49,6.04,1014.35,0,288.1,0.07,0.08,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,0.0,0.0,0.0,0.06
8538,2019-03-03 07:00:00,0.89,12.34,12,1,10.58,99,3.35,5.53,1014.64,0,287.4,0.06,0.07,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,0.2,0.87,1.67,2.25
8539,2019-03-03 08:00:00,0.86,12.81,13,1,11.13,107,3.14,5.19,1015.1,0,286.8,0.04,0.05,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,3.31,4.93,4.52,3.34
8540,2019-03-03 09:00:00,0.85,13.63,14,1,11.5,112,3.01,4.92,1015.48,2,285.9,0.03,0.04,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,5.58,6.49,9.8,8.83
8541,2019-03-03 10:00:00,0.85,14.72,15,1,12.02,109,2.94,4.72,1015.56,3,284.9,0.02,0.03,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,6.95,11.78,14.22,12.23
8542,2019-03-03 11:00:00,0.86,15.99,16,1,12.61,98,2.96,4.85,1015.35,4,283.3,0.01,0.03,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,13.52,12.73,10.07,9.09
8543,2019-03-03 12:00:00,0.79,17.5,18,1,13.09,88,2.93,4.93,1014.73,5,281.9,0.01,0.04,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,3,6.89,5.2,4.63,4.18
8544,2019-03-03 13:00:00,0.66,19.05,19,1,13.42,75,2.9,4.61,1013.73,6,281.3,0.02,0.05,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,3,4.73,6.44,6.44,7.5
8545,2019-03-03 14:00:00,0.67,20.0,20,1,13.6,63,3.12,4.24,1012.77,5,280.9,0.03,0.05,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,3,12.42,9.02,5.69,6.18
8546,2019-03-03 15:00:00,0.76,20.25,20,1,13.67,56,3.39,3.9,1012.11,4,280.8,0.03,0.04,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,4,8.84,7.58,7.92,6.89
8547,2019-03-03 16:00:00,0.78,20.08,20,1,13.58,51,3.5,3.62,1011.82,2,280.9,0.02,0.04,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,4,6.06,4.62,3.53,3.1
